Department=[Amazon.com],Search Term=[],Enter ASINs or Products=[],Reporting Range=[Weekly],Viewing=[11/8/20 - 11/14/20],,,,,,,,,,
Amazon.com,funko,"1,600",B087XL291X,"Funko Pop! Star Wars: The Mandalorian - The Child with Necklace Vinyl Figure, Fall Convention Exclusive Action Figure",6.15%,6.04%,B087N9NLCC,"Funko Pop! Deluxe: Mandalorian - Mandalorian on Bantha with Child, Multicolor",5.96%,6.65%,B087N3XFJP,Funko Pop! Star Wars: The Mandalorian - Mandalorian Flying with The Child,3.77%,9.67%
Amazon.com,gamer chair,"1,601",B08332K9XN,Gtplayer Gaming Chair with Footrest Ergonomic Massage Office Chair Adjustable Swivel Leather High Back Computer Desk Chair with Headrest and Massager Lumbar Support White,10.48%,14.46%,B01N2RJ0HI,"Gtracing Gaming Chair Racing Office Computer Ergonomic Video Game Chair Backrest and Seat Height Adjustable Swivel Recliner with Headrest and Lumbar Pillow Esports Chair,Red",9.77%,14.66%,B082G64QL7,"Best Choice Products Multipurpose 360-Degree Swivel Gaming Floor Chair for TV, Reading, Playing w/Lumbar Support, Armrest Handles, Foldable Adjustable Backrest - Gray",6.77%,5.82%
Amazon.com,dressers & chests of drawers,"1,602",B07FQLN6QW,"WLIVE Dresser with 5 Drawers, Fabric Storage Tower, Organizer Unit for Bedroom, Hallway, Entryway, Closets, Sturdy Steel Frame, Wood Top, Easy Pull Handle",4.68%,5.21%,B074P99XVN,"Tvilum Portland 5 Drawer Chest, White",4.13%,1.04%,B08KVZYS19,"Homfa Wide Dresser with 3 Drawers, 31.5 x 15.6 x 32 Inch Storage Chest with Solid Wood Frame and Steel Legs, Drawer Chest End Table Cabinet for Home Office, Double Handles and Wide Storage Space",2.79%,4.17%
Amazon.com,revlon one step hair dryer and styler volumizer,"1,603",B01LSUQSB0,"Revlon One-Step Hair Dryer And Volumizer Hot Air Brush, Black, Packaging May Vary",53.92%,54.04%,B08GC5FB1N,"Revlon One-Step Hair Dryer and Volumizer Hot Air Brush, Pink",13.85%,16.42%,B07H9XB7G6,"Revlon One-Step Hair Dryer And Volumizer Hot Air Brush, Mint",11.16%,14.31%
Amazon.com,prime,"1,604",B07VCB6CRK,Prime Video,26.13%,17.14%,B08F81VWVD,The Boys – Season 2,17.73%,0.00%,B00025694O,Seachem Prime Fresh and Saltwater Conditioner - Chemical Remover and Detoxifier 500 ml,13.01%,67.62%
Amazon.com,ps4 console,"1,605",B01LOP8EZC,PlayStation 4 Pro 1TB Console,18.93%,11.07%,B071CV8CG2,PlayStation 4 Slim 1TB Console,11.94%,17.34%,B074LRF639,PlayStation 4 Console - 1TB Slim Edition,10.49%,6.27%
Amazon.com,wild kratts,"1,606",B008LRCGWE,Wild Kratts Season 1,24.78%,9.57%,B008LRKQFS,Mom of a Croc,12.73%,4.73%,B000WDT90W,"Wild Kratts Adventure Set - Includes Goggles, Creature Pod, Power Discs and More - For Halloween Costumes and Dress Up Play - 3+",7.18%,8.78%
Amazon.com,cube storage,"1,607",B074NHZ61G,"Furinno 7-Cube Reversible Open Shelf, White",9.62%,5.84%,B001UU0NJW,"ClosetMaid 8937 Cubeicals Organizer, 9-Cube, Espresso",8.58%,9.46%,B074NHRZQX,"Furinno 3-Tier Open Shelf Bookcase, White",7.69%,5.05%
Amazon.com,glitter,"1,608",B07TB43KSW,"Teenitor Fine Glitter, 32 Jars 8g Each Glitter Set, 32 Assorted Color Arts and Craft glitter, Eyeshadow Makeup Nail Art Pigment Glitter, Glitter for slime",18.05%,20.10%,B07R5S16BD,"Warmfits Holographic Chunky Glitter 12 Colors Total 120g Face Body Eye Hair Nail Festival Chunky Holographic Glitter Different Size, Stars and Hexagons Shaped (Set A)",11.11%,7.98%,B007VHRAW6,"Pacon Spectra Glitter Sparkling Crystals, Clear, 4-Ounce Jar (91830)",10.65%,13.21%
Amazon.com,air purifiers for home,"1,609",B071D58ZY5,"LEVOIT H13 True HEPA Filter Air Purifiers for Allergies and Pets, Smokers, Smoke, Dust, Mold, and Pollen, Cleaner for Bedroom, Large Room with Optional Night Light, LV-H132, White",15.33%,16.85%,B07MM8FLTP,"PARTU HEPA Air Purifier - Smoke Air Purifiers for Home with Fragrance Sponge - 100% Ozone Free, Lock Set, Eliminates Smoke, Dust, Pollen, Pet Dander, (Available for California)",13.60%,15.96%,B08BZNW49R,TOPPIN HEPA Air Purifiers for Home Bedroom UV Light Pet Hair Dander Pollen Smoke Dust Airborne Contaminants Odors Home Air Cleaner with Filter Night Light,4.74%,5.71%
Amazon.com,hot wheels track set,"1,610",B079KD4PR6,ULTIMATE GATOR CAR WASH PLAY SET,12.28%,6.40%,B074RPD49S,Hot Wheels Track Builder MULTI LOOP BOX,10.28%,11.55%,B07Y94W69D,Hot Wheels City Robo T-Rex Ultimate Garage Multi-Level Multi-Play Mode Stores 100 Plus 1:64 Scale Cars Gift idea for Kids 3 and Older,8.45%,5.50%
Amazon.com,sunglasses,"1,611",B089DJK1KF,BUTABY Rectangle Sunglasses for Women Retro Driving Glasses 90’s Vintage Fashion Narrow Square Frame UV400 Protection Black & Tortoise,16.74%,13.89%,B072JHS9Q2,"WearMe Pro - Reflective Lens Round Trendy Sunglasses ( Gold Frame / Black Lens, 51)",10.49%,8.04%,B07MW4R1X3,Polarized Sunglasses for Men and Women Semi-Rimless Frame Driving Sun glasses 100% UV Blocking,6.81%,7.80%
Amazon.com,toilet seat,"1,612",B076KW4YSM,"MAYFAIR 843SLOW 000 Lannon Toilet Seat will Slow Close and Never Loosen, ROUND, Durable Enameled Wood, White",15.31%,19.64%,B000TFHN56,"KOHLER K-4636-0 Cachet Elongated White Toilet Seat, with Grip-Tight Bumpers, Quiet-Close Seat, Quick-Release Hinges, Quick-Attach Hardware, No Slam Toilet Seat, White",13.62%,15.56%,B005MTSTS4,"BEMIS 1500EC 390 Toilet Seat with Easy Clean & Change Hinges, ELONGATED, Durable Enameled Wood, Cotton White",9.61%,10.41%
Amazon.com,sparkling water,"1,613",B074Y6X1HN,"365 by Whole Foods Market, Sparkling Water, Lime,12 Fl Oz (Pack of 12)",5.07%,5.32%,B07FW2P2G3,"365 Everyday Value, Sparkling Water, Black Cherry (12 - 12 Fl Oz Cans), 144 Fl Oz",4.98%,5.37%,B074Y2PYG1,"365 by Whole Foods Market, Sparkling Water, Grapefruit, 12 Fl Oz (Pack of 12)",4.49%,5.14%
Amazon.com,canon camera,"1,614",B07C2Z21X5,Canon EOS Rebel T7 DSLR Camera with 18-55mm Lens | Built-in Wi-Fi|24.1 MP CMOS Sensor |DIGIC 4+ Image Processor and Full HD Videos,16.95%,12.20%,B08KSMKHF3,"Canon EOS 4000D DSLR Camera with 18-55mm f/3.5-5.6 Zoom Lens, 64GB Memory,Case, Tripod and More (28pc Bundle)",9.08%,8.94%,B08L9KV5CG,Canon PowerShot SX530 HS Wi-Fi Digital Camera with 32GB Card + Case + Battery & Charger + Tripod + Kit,6.95%,8.13%
Amazon.com,flashlight,"1,615",B072WHQFJ7,"GearLight LED Tactical Flashlight S1000 [2 PACK] - High Lumen, Zoomable, 5 Modes, Water Resistant, Handheld Light - Best Camping, Outdoor, Emergency, Everyday Flashlights",19.92%,24.88%,B074MQG36R,"LED Tactical Flashlight, BINWO Super Bright High Lumen XML T6 LED Flashlights Portable Outdoor Water Resistant Torch Light Zoomable Flashlight with 5 Light Modes, 2 Pack",4.87%,6.89%,B08HMGZH5H,"ARTISTORE LED Flashlight, 90000 Lumens, Zoomable & Water Resistant Torch with 26650 Battery & USB Rechargeable, 3 Modes Searchlight for Outdoor or Home Emergency (P70.2 - Black)",4.77%,1.91%
Amazon.com,blackhead remover,"1,616",B08BRVD114,Blackhead Remover Vacuum - Electric Acne Comedone Extractor Kit - Facial Pore Cleanser - USB Rechargeable Blackhead Suction Tool for Facial Skin,18.39%,0.54%,B072FVYFDQ,"Anjou Blackhead Remover Comedone Extractor, Curved Blackhead Tweezers Kit, 11-Heads Professional Stainless Pimple Acne Blemish Removal Tools Set, Silver",15.97%,27.94%,B081TW9WTD,"Eunon Blackhead Remover Vacuum - 2020 Upgraded Strong Suction Rechargeable Lightweight Pore Cleanser Acne Comedone Zit Pimple Extractor Sucker Tool with LCD Screen and Stand for Women Men, White",9.16%,7.44%
Amazon.com,electric guitar,"1,617",B07DG4VCKG,"Donner DST-102S Solid Body 39 Inch Full Size Electric Guitar Kit Sunburst, Beginner Starter, with Amplifier, Bag, Capo, Strap, String, Tuner, Cable, Picks",14.83%,23.62%,B08HJQF2TR,"Best Choice Products 39in Full Size Beginner Electric Guitar Starter Kit w/Case, Strap, 10W Amp, Strings, Pick, Tremolo Bar - Glacier White",12.32%,18.95%,B082FPDPCQ,"LyxPro 39 inch Electric Guitar Kit Bundle with 20w Amplifier, All Accessories, Digital Clip On Tuner, Six Strings, Two Picks, Tremolo Bar, Shoulder Strap, Case Bag Starter kit Full Size - Blue",9.14%,8.75%
Amazon.com,floor lamps,"1,618",B079SRD26J,"Henn&Hart FL0014 Modern farmhouse seeded floor lamp, One Size, Black",7.00%,3.35%,B083YT69MP,Addlon Floor Lamp for Living Room with Lamp Shade and 9W LED Bulb Modern Standing Lamp Floor Lamps for Bedrooms Black,4.45%,5.31%,B07S86P7XP,"TaoTronics TT-DL072 LED Floor Lamp, Modern Standing Brightness Levels & 4 Colors Dimmable Adjustable Gooseneck Task Lighting for Living Bedroom Reading Piano Room, Black",3.04%,4.73%
Amazon.com,pencil sharpeners,"1,619",B001E6C08E,"STAEDTLER pencil sharpener, premium quality sharpener with screw-on lid, prevents accidental openings, compact size for pencil case and work-station, 511 63BK",17.43%,21.78%,B08DLXH86D,"Pencil Sharpener Electric Pencil Sharpeners, Portable Pencil Sharpener Kids, Blade to Fast Sharpen, Suitable for No.2/Colored Pencils(6-8mm)/School Pencil Sharpener/Classroom/Office/Home (Black)",12.89%,12.99%,B00125KXGI,"Bostitch Personal Electric Pencil Sharpener, Blue (EPS4-BLUE)",6.58%,6.84%
Amazon.com,daybed,"1,620",B07516V9K7,"Metal Daybed Frame Twin Metal Slats Platform Base Box Spring Replacement Bed Sofa for Living Room Guest Room (Twin, Black)",6.15%,15.33%,B075FFFNX4,Zinus Eden Twin Daybed and Trundle Set / Premium Steel Slat Support / Daybed and Roll Out Trundle Accommodate Twin Size Mattresses Sold Separately,5.40%,4.38%,B08736VD8J,"FLIEKS Upholstered Twin daybed with Two Drawers, Upholstered Tufted Sofa Bed with Wood Slat Support, Grey, No Box Spring Required",4.05%,2.19%
Amazon.com,webcam with microphone,"1,621",B08CSMW9RQ,"4K Webcam, 8MP Computer PC Web Camera with Privacy Shutter, 75 Degree Wide Angle, 4K Laptop USB Webcam with Microphone for Desktop LCD Monitor/Mac Video Conference/Streaming/Calling/Recording",38.81%,0.00%,B087NN41JH,"Webcam with Microphone, 1080P HD Streaming USB Computer Webcam [Plug and Play] [30fps] for PC Video Conferencing/Calling/Gaming, Laptop/Desktop Mac, Skype/YouTube/Zoom/Facetime",9.43%,25.04%,B08JCDRX64,"Webcam with Microphone,Plug and Play 1080P Webcam with Privacy Cover Tripod,110 Degree Wide Angle 30fps Webcam with Microphone for Video Conferencing Calling/Gaming/Skype/Zoom in Laptop (Black)",9.00%,0.61%
Amazon.com,new releases 2020,"1,622",B088Q1PVWS,Force of Nature,11.98%,3.91%,B08H4CXBMT,The Stranger,9.91%,4.30%,B08DGXHQMH,The Secret: Dare to Dream,2.57%,0.78%
Amazon.com,unlocked smartphones,"1,623",B084V9FKK6,"Samsung Galaxy A01 (A015M) 16GB, Dual SIM, GSM Unlocked, 5.7” Display Smartphone - International Version - Red",13.80%,21.31%,B087YY3FFB,"Motorola Moto G8 Power Lite 64GB, 4GB RAM, 5000 mAh Battery, 6.5' HD+ LTE Factory Unlocked Smartphone - International Version (Blue)",9.55%,8.20%,B07ZDH95L4,"Samsung Galaxy A20s A207M/DS, 32GB/3GB RAM Dual SIM 6.5''HD+ Snapdragon 450, Factory Unlocked (International Version) - (Red)",4.56%,4.51%
Amazon.com,laundry basket,"1,624",B07N9HNRKZ,"Mind Reader HHAMP40-IVO, Laundry, Storage, Bathroom, Bedroom, Home, Ivory 40 Liter Clothes Basket",9.09%,11.90%,B075W6MZ5W,"DOKEHOM 17.7-Inches Large Laundry Basket (9 Colors), Drawstring Waterproof Round Cotton Linen Collapsible Storage Basket (Blue Strips, M)",6.91%,6.92%,B00C4TSZ2A,"Rubbermaid FG299587WHTRB Laundry Basket, 2.1-Bushel",6.31%,8.65%
Amazon.com,coffee mugs,"1,625",B0878GRLYW,"Bosmarlin Large Ceramic Coffee Mug, Big Tea Cup for Office and Home, 21 Oz, Dishwasher and Microwave Safe, 1 PCS (Blue)",7.00%,3.92%,B082F3QF41,"Set of 6 Coffee Mug Sets, 16 Ounce Ceramic Coffee Mugs Restaurant Coffee Mug, Large-sized Black Coffee Mugs Set Perfect for Coffee, Cappuccino, Tea, Cocoa, Cereal, Black outside and Colorful inside",6.55%,7.83%,B081485QG8,"MACHUMA Set of 6 11.5 oz Coffee Mugs with Black and White Geometric Patterns, Ceramic Tea Cup Set",4.29%,3.77%
Amazon.com,dog beds,"1,626",B01MV0IX66,"Best Friends by Sheri The Original Calming Donut Cat and Dog Bed in Shag Fur, Small 23x23 in Taupe, Machine Washable",9.61%,9.89%,B003D7LCRM,Plush Pet Bed 40624-SGB| Ombre Swirl Dog Bed & Cat Bed | Gray 23L x 18W x 1.75H Inches for Small Dog Breeds,6.80%,8.16%,B01JAY07IQ,"Furhaven Pet Dog Bed - Orthopedic Ultra Plush Faux Fur and Suede Traditional Sofa-Style Living Room Couch Pet Bed with Removable Cover for Dogs and Cats, Gray, Large",6.11%,5.46%
Amazon.com,toys for 6 year old girls,"1,627",B07DVX1NXT,"Crayola Scribble Scrubbie Pets Mega Pack, Animal Toy for Kids, Gift, Age 3+",8.63%,5.55%,B0084JUNVU,"Crayola Light Up Tracing Pad Pink, Toys for Girls & Boys, Gift for Kids, Age 6+",6.05%,9.49%,B07DR81NBN,"Birthday Gifts Presents for 2-10 Year Old Girls, Wonderful Romantic Starlight for Kids Toys for 2-10 Year Old Boys Xmas Halloween Gifts for 2-10 Year Old Boys Stocking Fillers Pink TSUKXK03",4.67%,4.14%
Amazon.com,go pro,"1,628",B08DK5ZH44,"New GoPro HERO9 Black - Waterproof Action Camera with Front LCD and Touch Rear Screens, 5K Ultra HD Video, 20MP Photos, 1080p Live Streaming, Webcam, Stabilization",14.95%,9.11%,B083CNLVN3,GoPro HERO7 Black - E-Commerce Packaging - Waterproof Digital Action Camera with Touch Screen 4K HD Video 12MP Photos Live Streaming Stabilization,12.43%,14.15%,B01HGM33HG,AKASO EK7000 4K WiFi Sports Action Camera Ultra HD Waterproof DV Camcorder 12MP 170 Degree Wide Angle,10.91%,16.75%
Amazon.com,electric scooter for adults,"1,629",B07K9MB6X1,GOTRAX GXL V2 Commuting Electric Scooter - 8.5 Air Filled Tires - 15.5MPH & 9-12 Mile Range - Version 2 (Black),11.58%,20.09%,B07DG3MF8F,"kids/Adult Scooter with 3 Seconds Easy-Folding System, 220lb Folding Adjustable Scooter with Disc Brake and 200mm Large Wheels (Black)",8.78%,6.70%,B0085HM36Y,Razor E300 Electric Scooter - Matte Gray,8.53%,12.50%
Amazon.com,how to train your dragon,"1,630",B079J5PLV2,How to Train Your Dragon,28.12%,4.35%,B079J3XK9Y,How to Train Your Dragon,18.92%,3.55%,B07NRT4DCG,How to Train Your Dragon: The Hidden World,13.28%,41.69%
Amazon.com,blink camera system,"1,631",B086DKSYTS,"All-new Blink Outdoor – wireless, weather-resistant HD security camera with two-year battery life and motion detection – 1 camera kit",46.08%,45.15%,B07X27VK3D,"Blink Mini – Compact indoor plug-in smart security camera, 1080 HD video, motion detection, night vision, Works with Alexa – 2 cameras",12.44%,20.27%,B019S3ULQM,"Blink Indoor Home Security Camera System with Motion Detection, HD Video, 2-Year Battery Life and Cloud Storage Included - 2 Camera Kit",7.88%,7.19%
Amazon.com,baking supplies,"1,632",B07NJBKTXW,"Cake Decorating Supplies 2020 Upgrade 367 PCS Baking Set with Springform Cake Pans Set,Cake Rotating Turntable,Cake Decorating Kits, Muffin Cup Mold, Cake Baking Supplies for Beginners and Cake Lovers",15.92%,8.72%,B07BY64Q9S,"Wilton 3-Tier Collapsible Cooling Rack, Black (2105-8402)",8.30%,7.96%,B0725GYNG6,"AmazonBasics Silicone, Non-Stick, Food Safe Baking Mat - Pack of 2",4.85%,6.11%
Amazon.com,pandora charms,"1,633",B07BPYX4JM,QueenCharms Initial A-Z Letter Charm Golden Heart Alphabet Dangle Beads For Bracelets & Necklaces (K),7.38%,10.47%,B06Y6DSVXG,Pandora Jewelry Mother and Daughter Hearts Dangle Cubic Zirconia Charm in Sterling Silver,6.56%,4.94%,B0778DYHXK,LovelyCharms Cross Charm with God All Things are Possible Religious Dangle Bead Fits European Bracelets (Heart),4.28%,4.94%
Amazon.com,baby boy stuff,"1,634",B01N2QHCL7,"Baby Bandana Drool Bibs by Dodo Babies + 2 Pacifier Clips + Pacifier Case in a Gift Bag, Pack of 4 Premium Quality for Boys or Girls, Excellent Baby Shower/Registry Gift",4.77%,6.32%,B07G2P412H,"Hanging Diaper Caddy – Crib Diaper Organizer – Diaper Stacker for Crib, Playard or Wall – Newborn Boy and Girl Diaper Holder for Changing Table - Baby Shower Gifts- Elephant Gray - 17x9x9 inches",4.66%,1.90%,B08J42V3GV,Newborn Baby Boy Clothes New to The Crew Letter Print Romper+Long Pants+Hat 3PCS Outfits Set,4.30%,7.59%
Amazon.com,file cabinet,"1,635",B0033J6V3A,"Lorell 14341 18 Deep 2-Drawer File Cabinet, Black",17.45%,22.73%,B0033J4T6Q,"Lorell File Cabinet, Black -",7.66%,12.42%,B088C537VM,"JJS 3 Drawer Rolling Wood File Cabinet with Locking Wheels, Home Office Portable Vertical Mobile Wooden Storage Filing Cabinet for A4 or Letter Size, Brown",5.23%,2.93%
Amazon.com,deadpool,"1,636",B01BHDDR6M,Deadpool,56.21%,62.91%,B07D5KWFJ7,Deadpool 2,12.77%,14.12%,B08GSMVJQZ,Deadpool (4K UHD),4.24%,7.49%
Amazon.com,minnie mouse toys,"1,637",B084XCTSRF,Minnie Mouse Disney Junior Sparkle & Sing 13-Inch Feature Plush,9.96%,17.03%,B084XCM8FV,Disney Junior Minnie Mouse Bow-Tel Hotel,8.82%,5.12%,B07VC9Q6LV,Disney Junior’s Minnie Bow-Care Doctor Bag Set,7.37%,8.32%
Amazon.com,womens dresses,"1,638",B07GBWVS3Z,Amoretu Women Summer Tunic Dress V Neck Casual Loose Flowy Swing Shift Dresses,6.90%,7.81%,B07WR491GQ,Dokotoo Womens Square Neckline Long Sleeve Floral Print Mini Dress,5.58%,4.99%,B08JQDRFPL,PRETTYGARDEN Women’s Elegant Long Sleeve Short Dress Crewneck Tie Waist Knit Cocktail Dress,3.04%,3.69%
Amazon.com,lunch box,"1,639",B0788GKSZ9,"Lifewit Large Lunch Bag Insulated Lunch Box Soft Cooler Cooling Tote for Adult Men Women, 24-Can (15L), Grey",12.32%,13.84%,B078SHL39R,"MAZFORCE Original Lunch Box Insulated Lunch Bag - Tough & Spacious Adult Lunchbox to Seize Your Day (Wolf Grey - Lunch Bags Designed in California for Men, Adults, Women)",7.83%,12.99%,B07TC3KXWT,"Insulated Lunch Box for Women Men, Leakproof Thermal Reusable Lunch Bag with 4 Pockets for Adult & Kids, Lunch Bag Cooler Tote for Office Work by Tirrinia, Charcoal",6.05%,8.20%
Amazon.com,gag gifts,"1,640",B08D68YKQC,"Gag Gift - 2021 Calendar for Funny White Elephant Gag Gift Exchange, Pooping Dogs 2021 Calendar with Thick Paper, 12 Month from Jan. 2021 to Dec. 2021, Large 17 x 11 When Open",6.23%,10.01%,B07R1TPZYH,"CASOFU Burritos Blanket, Giant Flour Tortilla Throw Blanket, Novelty Tortilla Blanket for Your Family, 285 GSM Soft and Comfortable Flannel Taco Blanket for Adults. (71 inches)",5.16%,6.24%,0762462876,Wacky Waving Inflatable Tube Guy (RP Minis),4.80%,6.11%
Amazon.com,christmas bedding,"1,641",B08CVQT2BL,"Bedsure Christmas Duvet Cover Set, 3 Pieces Queen Size Comforter Cover Set 90x90, Super Soft New Year Holiday Bedding Set, Red with White Christmas Reindeer",6.53%,7.71%,B07GPBXJFH,Bedsure Christmas Quilt Set King Size (106x96 inches) - Multicolor Printed Pattern - Soft Microfiber Lightweight Coverlet Bedspread for All Season - 3-Piece Bedding (1 Quilt + 2 Pillow Shams),4.26%,5.14%,B07X3DSNQM,"Bedsure Christmas Duvet Cover Set, Twin 68×90 inches - Reversible Reindeer Pattern - Soft Microfiber Comforter Cover, 2 Pieces Bedding with 1 Duvet Cover No Comforter Insert, 1 Pillow Sham",4.26%,3.21%
Amazon.com,girls toys age 6-8,"1,642",B0084JUNVU,"Crayola Light Up Tracing Pad Pink, Toys for Girls & Boys, Gift for Kids, Age 6+",7.33%,7.23%,B07FPWYY79,My First Princess Make Up Kit - 12 Pc Kids Makeup Set - Washable Pretend Makeup For Girls - These Makeup Toys for Girls Include Everything Your Princess Needs To Play Dress Up - Comes with Stylish Bag,6.21%,7.95%,B07T5GBT9W,Jojo Siwa Touchscreen (Model: JOJ4128AZ),4.79%,4.41%
Amazon.com,iphone 7 plus,"1,643",B07QWY5PHB,"Apple iPhone 7 Plus, 32GB, Rose Gold - Fully Unlocked (Renewed)",18.05%,31.46%,B01N2K14U7,Simple Mobile Prepaid - Apple iPhone 7 (32GB) - Black,9.86%,8.45%,B07TVVWNBG,"Apple iPhone 7, 32GB, Rose Gold - Fully Unlocked (Renewed)",8.21%,15.02%
Amazon.com,thermos,"1,644",B01DZQT01U,"Thermos Stainless King 16 Ounce Food Jar with Folding Spoon, Stainless Steel",12.21%,13.75%,B000FZX93K,Stanley Classic Vacuum Bottle 1.1QT Hammertone Green,9.83%,12.45%,B00MUOR5TS,"Thermos Stainless King 40 Ounce Beverage Bottle, Matte Black",7.86%,9.21%
Amazon.com,piggy bank,"1,645",B015VSJPJW,"Pearhead Ceramic Pink Piggy Bank, Makes a Perfect Unique Gift, Nursery Décor, Keepsake, or Savings Piggy Bank for Kids, Pink",10.55%,13.95%,B07RBW86K2,"Koicaxy Piggy Bank, Child to Cherish Ceramic Pig Piggy Banks Money Bank Coin Bank for Boys Kids Girls (Blue)",7.12%,10.39%,B07CG8XSSS,"Digital Coin Bank, HeQiao Clear LCD Piggy Bank Simple Auto Counting Large Money Box Coins Savings Jar for US Coins (Silver)",6.35%,8.16%
Amazon.com,cotton candy machine,"1,646",B00EB8KRDM,"Nostalgia PCM405RETRORED Hard and Sugar Free Countertop Cotton Candy Maker, Includes 2 Reusable Cones and Scoop, Retro Red",24.44%,32.20%,B072Q321H9,"Cotton Candy Express CC1000-S Cotton Candy Machine, Pink",12.02%,11.43%,B01MXO5NTM,"The Candery Cotton Candy Machine - Bright, Colorful Style- Makes Hard Candy, Sugar Free Candy, Sugar Floss, Homemade Sweets for Birthday Parties - Includes 10 Candy Cones & Scooper",6.65%,7.90%
Amazon.com,freezer,"1,647",B08241QW3R,"5 cu ft Chest Freezer for Your House, Garage, Basement, Apartment, Kitchen, Cabin, Lake House, Timeshare, or Business",27.53%,41.81%,B00MVVITWC,"Midea MRC04M3AWW Single Door Chest Freezer, 3.5 Cubic Feet, White",8.67%,9.66%,B07QKNP318,"Midea MRU03M2ABB Upright Freezer 3.0 Cubic Feet with Door Lock, Black",6.21%,5.52%
Amazon.com,bagels,"1,648",B000R4JI0C,"Thomas' Plain Soft & Chewy Pre-Sliced Bagels, 6 count, 3.35 Oz",9.80%,10.38%,B08413F8RM,"Fresh Brand – Plain Pre-Sliced Bagels, 21 oz (6 ct)",7.51%,7.92%,B08413KQX1,"Fresh Brand – Everything Pre-Sliced Bagels, 21 oz (6 ct)",6.26%,6.23%
